os,ram,vga,battery,weight,price,webcam,chipset,chipset_gen,screen_size,screen_width,screen_height,screen_revolution,storage_type,storage,brand,ram_max
Mac OS,8,intel,42,1.63,11490000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,Lenovo,12
Win,8,intel,45,1.63,15999000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,16
Win,8,intel,45,1.63,9499000,1,Intel,i3,14,1920,1080,FHD,SSD,512,Lenovo,16
Win,8,nvidia,45,1.63,15999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Lenovo,16
Win,12,intel,70,1.63,17990000,1,Intel,i7,14.5,2880,1800,2.8K,SSD,512,Asus,18
Mac OS,32,nvidia,90,1.63,75499000,1,Intel,i7,14.2,3024,1964,FHD,SSD,1024,Apple,32
Mac OS,32,nvidia,90,1.63,75499000,1,Intel,i7,14.2,3024,1964,FHD,SSD,1024,Apple,32
Win,8,nvidia,42,1.64,14990000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Dell,12
Win,16,nvidia,42,1.64,12999000,1,Intel,i5,14,1336,768,FHD,HDD,256,Dell,32
Win,8,intel,42,1.64,12999000,1,Intel,i5,14,1920,1080,FHD,HDD,512,Dell,16
Win,8,intel,42,1.64,8999000,1,Intel,i3,14,1920,1080,FHD,HDD,256,Dell,16
Ubuntu,8,intel,42,1.64,8999000,1,Intel,i3,14,1920,1080,FHD,HDD,512,Dell,16
No OS,8,intel,45,1.64,21290000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,12
No OS,8,intel,45,1.64,18690000,1,Intel,i7,14,1920,1080,FHD,SSD,256,Lenovo,12
No OS,8,intel,45,1.64,18390000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,12
Win,16,intel,45,1.64,25990000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,24
No OS,16,intel,45,1.64,22190000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,24
Dos,8,intel,45,1.64,18699000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,40
Dos,16,intel,45,1.64,19999000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,40
Dos,16,intel,45,1.64,19999000,1,Intel,i5,14,1920,1080,FHD,SSD,512,Lenovo,40
Dos,16,intel,45,1.64,22999000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,40
Dos,16,intel,45,1.64,21999000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Lenovo,40
No OS,8,intel,38,1.65,13490000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Lenovo,12
Win,8,intel,38,1.65,14590000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Lenovo,12
Win,16,intel,38,1.65,15190000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Lenovo,24
Win,16,intel,38,1.65,13290000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Lenovo,24
Win,8,intel,38,1.65,13390000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,Lenovo,12
No OS,8,intel,38,1.65,11890000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,Lenovo,12
Win,8,intel,38,1.65,13990000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Lenovo,12
No OS,8,intel,38,1.65,12290000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Lenovo,12
Win,8,nvidia,41,1.65,18599000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Dell,16
Win,8,intel,41,1.65,15999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Dell,16
Win,8,intel,41,1.65,12099000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,Dell,16
Win,8,intel,41,1.65,12099000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,Dell,32
Win,8,intel,41,1.65,14499000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Dell,32
Win,8,intel,41,1.65,19799000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,32
Win,8,intel,41,1.65,15499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,Dell,16
Win,8,intel,41,1.65,12799000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Dell,16
Win,8,intel,41,1.65,16499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Dell,32
Win,8,intel,41,1.65,18799000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Dell,16
Win,8,intel,41,1.65,16199000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Dell,32
Win,16,intel,41,1.65,18199000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Dell,32
Win,8,intel,41,1.65,15999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Dell,16
Win,8,intel,41,1.65,12499000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Dell,16
Win,8,intel,41,1.65,12299000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Dell,32
Win,8,intel,41,1.65,16199000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Dell,16
Win,8,nvidia,41,1.65,18599000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Dell,16
Win,4,intel,43.3,1.65,23229000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,32
Win,16,nvidia,54,1.65,23699000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,32
Win,16,nvidia,54,1.65,22799000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,32
Win,8,nvidia,54,1.65,21999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,16
Win,8,intel,54,1.65,18399000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,16
Win,16,intel,54,1.65,21699000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,32
Win,16,nvidia,54,1.65,22799000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,32
No OS,8,intel,76,1.65,25990000,1,Intel,i5,16,1920,1200,WUXGA,SSD,512,Lenovo,12
Win,32,nvidia,76,1.65,47490000,1,Intel,i9,14.5,2880,1800,2.8K,SSD,1024,Asus,48
Win,8,nvidia,41,1.66,14999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Dell,16
Win,8,intel,41,1.66,13999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Dell,16
Win,8,nvidia,41,1.66,17699000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,16
Win,16,intel,64,1.66,22990000,1,Intel,i7,14,2560,1600,2.5K,SSD,1024,Dell,24
No OS,16,intel,55,1.67,27990000,1,Intel,i7,16,1920,1200,WUXGA,SSD,512,Lenovo,24
No OS,16,intel,55,1.67,24690000,1,Intel,i5,16,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,16,intel,66,1.67,30990000,1,Intel,i5,16,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,4,intel,41,1.68,17499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,32
Win,4,intel,41,1.68,15199000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,HP,32
Win,8,intel,41,1.68,21999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,32
Win,4,intel,41,1.68,13299000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,HP,32
Win,4,intel,41,1.68,19999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,32
Win,4,intel,41,1.68,15199000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,HP,32
Win,4,intel,41,1.68,16699000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,32
Win,4,intel,41,1.68,16699000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,32
Win,16,amd,41,1.68,16999000,1,AMD,Ryzen 7,15.6,1920,1080,FHD,SSD,1024,Dell,32
Win,4,intel,41.04,1.68,16499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,8
Win,8,intel,41.04,1.68,16499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,16
Win,16,intel,41.04,1.68,17499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,32
Win,8,intel,41.04,1.68,20999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,16
Win,16,intel,41.04,1.68,21999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,32
Win,8,intel,41.04,1.68,13599000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,HP,16
Win,16,intel,41.04,1.68,22999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,32
Win,16,intel,41.04,1.68,17999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,32
Win,8,intel,41.04,1.68,13599000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,HP,16
Win,8,intel,41.04,1.68,16499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,16
Win,4,intel,41.04,1.68,16499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,8
Win,16,intel,41.04,1.68,17499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,32
Win,16,intel,52.5,1.68,28499000,1,Intel,i7,16,1920,1200,WUXGA,SSD,512,Lenovo,32
Win,16,intel,56,1.68,35990000,1,Intel,i7,16,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,16,intel,64,1.68,24990000,1,Intel,i7,14,2240,1400,2.2K,SSD,512,Dell,24
Win,8,intel,45,1.68,21999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,Dell,32
Win,16,intel,41,1.69,15999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,64
Win,8,intel,41,1.69,11999000,1,Intel,i5,15.6,1366,768,FHD,SSD,256,HP,16
Ubuntu,16,intel,41,1.69,14299000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Dell,32
No OS,8,amd,45,1.69,16999000,1,AMD,Ryzen 7,14,1920,1080,FHD,SSD,512,Lenovo,16
No OS,4,intel,45,1.69,7999000,1,Intel,,14,1920,1080,FHD,SSD,256,Lenovo,8
No OS,8,intel,45,1.69,11499000,1,Intel,,14,1920,1080,FHD,SSD,256,Lenovo,16
Win,16,nvidia,54,1.69,28499000,1,Intel,i5,14,2560,1600,2.5K,SSD,1024,Dell,16
Win,16,nvidia,54,1.69,28499000,1,Intel,i7,14,2560,1600,2.5K,SSD,1024,Dell,16
Win,16,intel,90,1.69,15999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,64
Win,4,intel,36.7,1.7,7999000,1,Intel,i3,14,1920,1080,FHD,SSD,256,Acer,12
Win,4,intel,36.7,1.7,8699000,1,Intel,i3,14,1920,1080,FHD,SSD,256,Acer,12
Win,8,intel,36.7,1.7,12999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Acer,12
Win,4,intel,36.7,1.7,11499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,Acer,12
Win,4,intel,36.7,1.7,11499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,Acer,12
Win,4,intel,36.7,1.7,11499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,Acer,12
No OS,8,intel,38,1.7,8890000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,Lenovo,12
Win,8,intel,38,1.7,12890000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Lenovo,12
Win,8,intel,40,1.7,8990000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,Acer,12
Win,8,intel,40,1.7,13990000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Acer,12
Win,8,intel,40,1.7,10690000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Acer,12
Win,8,intel,40,1.7,10299000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Acer,32
Win,8,intel,40,1.7,10699000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Acer,32
Win,8,intel,40,1.7,9699000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,Acer,32
Win,8,intel,40,1.7,8699000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,Acer,32
Win,8,intel,40,1.7,8999000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,Acer,32
Win,32,nvidia,41,1.7,21990000,1,Intel,i7,15.6,1920,1080,FHD,SSD,1024,HP,48
Win,16,intel,41,1.7,22390000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,24
Win,16,nvidia,41,1.7,19690000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,41,1.7,13390000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,HP,12
Win,8,intel,41,1.7,17490000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,HP,12
Win,8,intel,41,1.7,13390000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,HP,12
Win,16,nvidia,41,1.7,26590000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,41,1.7,17490000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,HP,12
Win,16,intel,41,1.7,18390000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,24
Win,16,intel,41,1.7,22390000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,41,1.7,17690000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,12
Win,8,intel,41,1.7,17690000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,12
Win,8,intel,41,1.7,15290000,1,Intel,i7,15.6,1920,1080,FHD,SSD,256,HP,12
Win,16,intel,41,1.7,17890000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,24
Win,8,nvidia,41,1.7,17490000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,12
Win,8,nvidia,41,1.7,15490000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,12
Win,16,intel,41,1.7,15690000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,41,1.7,21990000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,12
Win,16,nvidia,41,1.7,24190000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,24
Win,16,intel,41,1.7,18390000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,24
Win,16,intel,41,1.7,13599000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,MSI,16
Win,8,intel,41,1.7,16899000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,MSI,16
Win,8,intel,41,1.7,10299000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Asus,16
Win,8,intel,42,1.7,14490000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Asus,12
Win,16,intel,42,1.7,14990000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Asus,24
Win,8,intel,42,1.7,9990000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Asus,12
Win,16,intel,42,1.7,17990000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Asus,24
Win,8,intel,42,1.7,12599000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Asus,16
Win,16,intel,42,1.7,15499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Asus,16
Win,16,intel,42,1.7,15499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Asus,16
Win,8,intel,43,1.7,13990000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,12
Win,8,intel,43,1.7,15990000,1,Intel,i3,14,1920,1080,FHD,SSD,256,HP,12
Win,8,intel,43,1.7,15990000,1,Intel,i3,14,1920,1080,FHD,SSD,256,HP,12
Win,16,intel,43,1.7,24290000,1,Intel,i7,14,1920,1080,FHD,SSD,512,HP,24
Win,16,intel,43,1.7,21590000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,43,1.7,19490000,1,Intel,i5,14,1920,1080,FHD,SSD,512,HP,12
Win,16,intel,45,1.7,16990000,1,AMD,Ryzen 5,15.6,1920,1080,FHD,SSD,512,Lenovo,24
Win,16,intel,45,1.7,23890000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Lenovo,24
No OS,8,intel,45,1.7,17990000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Lenovo,12
No OS,8,intel,45,1.7,18499000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Lenovo,40
No OS,8,intel,45,1.7,16999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Lenovo,40
Dos,8,intel,45,1.7,18299000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,Lenovo,40
No OS,8,intel,45,1.7,21499000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Lenovo,40
No OS,8,intel,45,1.7,19999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Lenovo,40
Win,8,intel,45,1.7,19499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Lenovo,40
No OS,8,intel,45,1.7,16499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,Lenovo,40
Dos,8,intel,45,1.7,18999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Lenovo,40
No OS,8,intel,45,1.7,18499000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Lenovo,40
Win,16,intel,50,1.7,22990000,1,Intel,i9,15.6,1920,1080,FHD,SSD,512,Acer,24
Win,8,intel,50,1.7,22990000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Acer,12
Win,16,intel,50,1.7,15890000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Acer,24
Win,8,intel,50,1.7,10990000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Acer,12
Win,16,intel,50,1.7,16990000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Asus,24
Win,16,intel,50,1.7,21190000,1,Intel,i9,15.6,1920,1080,FHD,SSD,512,Asus,24
No OS,16,nvidia,50,1.7,37690000,1,Intel,i7,16,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,16,intel,50,1.7,18990000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Acer,24
Win,8,nvidia,50,1.7,16990000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Acer,12
Win,16,intel,50,1.7,16990000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Asus,24
Win,16,intel,50,1.7,17499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Asus,32
Win,16,intel,50,1.7,21999000,1,Intel,i9,15.6,1920,1080,FHD,SSD,512,Acer,32
Win,16,intel,50,1.7,19699000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Acer,32
Win,16,intel,50,1.7,16799000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Acer,32
Win,8,intel,50,1.7,12899000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Acer,8
Win,16,intel,50,1.7,21499000,1,Intel,i9,15.6,1920,1080,FHD,SSD,512,Asus,16
Win,16,intel,50,1.7,15999000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Acer,32
Win,16,nvidia,50,1.7,17499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Asus,32
Win,16,intel,50,1.7,15999000,1,Intel,i5,14,1920,1200,WUXGA,SSD,512,Acer,32
Win,8,intel,51,1.7,14990000,1,Intel,i3,14,1920,1080,FHD,SSD,256,HP,12
Win,8,intel,51,1.7,19690000,1,Intel,i5,14,1920,1080,FHD,SSD,256,HP,12
Win,8,intel,54,1.7,18090000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,12
Win,32,nvidia,55,1.7,55690000,1,Intel,i7,16,3840,2400,FHD,SSD,1024,Lenovo,48
No OS,16,nvidia,55,1.7,38990000,1,Intel,i7,16,1920,1200,WUXGA,SSD,1024,Lenovo,24
Win,16,nvidia,60,1.7,40690000,1,Intel,i7,16,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,16,nvidia,60,1.7,37190000,1,Intel,i5,16,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,8,intel,70,1.7,11490000,1,Intel,i3,15.6,1920,1080,FHD,SSD,256,Asus,12
Win,8,intel,70,1.7,15990000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Asus,12
Win,8,amd,70,1.7,15999000,1,AMD,Ryzen 7,15.6,1920,1080,FHD,SSD,512,Asus,24
Win,16,intel,71,1.7,22990000,1,Intel,i5,16,1920,1200,WUXGA,SSD,512,Lenovo,24
Win,32,intel,71,1.7,22990000,1,Intel,i5,16,1920,1200,WUXGA,SSD,1024,Lenovo,48
Win,16,nvidia,72,1.7,51999000,1,Intel,i7,14,2560,1600,QHD,SSD,1024,MSI,64
Ubuntu,16,nvidia,100,1.7,81990000,1,Intel,i7,16,1920,1200,FHD,SSD,512,Dell,24
Ubuntu,16,nvidia,100,1.7,75190000,1,Intel,i7,16,1920,1200,FHD,SSD,512,Dell,24
Win,32,nvidia,100,1.7,96990000,1,Intel,i9,16,1920,1200,FHD,SSD,1024,Dell,48
Win,8,intel,41,1.73,13499000,1,Intel,i5,14,1920,1080,FHD,SSD,256,Dell,16
Win,8,intel,41,1.73,13099000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,Dell,32
Win,8,intel,41,1.73,13499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,Dell,16
Win,8,intel,42,1.73,15999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Asus,16
Win,16,nvidia,57.5,1.73,52019000,1,Intel,i7,14,1920,1080,FHD,SSD,1024,Asus,32
Win,16,nvidia,57.5,1.73,52019000,1,Intel,i7,14,1920,1080,FHD,SSD,1024,Asus,32
Win,8,intel,41,1.74,11699000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,HP,16
Win,8,intel,41,1.74,9999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,HP,16
Win,16,intel,41.04,1.74,18999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,32
Win,16,intel,41.04,1.74,23999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,32
Win,16,amd,39,1.75,14999000,1,AMD,Ryzen 7,15.6,1920,1080,FHD,SSD,512,MSI,16
Win,16,amd,39,1.75,12999000,1,AMD,Ryzen 5,15.6,1920,1080,FHD,SSD,512,MSI,16
Win,32,nvidia,76,1.75,58990000,1,Intel,i9,14.5,2880,1800,2.8K,SSD,1024,Asus,48
No OS,16,intel,55,1.77,24990000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Lenovo,24
No OS,16,intel,56,1.77,21990000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Lenovo,24
Win,16,intel,51,1.78,20390000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,51,1.78,19590000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,12
Win,16,intel,51,1.78,24690000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,24
Win,16,intel,51,1.78,25390000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,24
Win,8,intel,51,1.78,21390000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,12
Win,16,intel,51,1.78,22390000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,24
Ubuntu,16,nvidia,97,1.78,42690000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,24
Ubuntu,16,nvidia,97,1.78,45390000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,24
Ubuntu,16,nvidia,97,1.78,44490000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,24
Ubuntu,16,nvidia,97,1.78,41590000,1,Intel,i7,15.6,1920,1080,FHD,SSD,256,Dell,24
Ubuntu,16,nvidia,97,1.78,50790000,1,Intel,i9,15.6,1920,1080,FHD,SSD,512,Dell,24
Win,32,nvidia,97,1.78,36990000,1,Intel,i7,15.6,3840,2160,FHD,SSD,512,Dell,48
Win,8,intel,41,1.79,16999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,Dell,32
Win,8,intel,41,1.79,11899000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,Dell,32
Ubuntu,8,intel,41,1.79,14499000,1,Intel,i5,15.6,1920,1080,FHD,SSD,256,Dell,64
Ubuntu,16,nvidia,64,1.79,40699000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,32
Ubuntu,16,nvidia,64,1.79,47699000,1,Intel,i9,15.6,1920,1080,FHD,SSD,512,Dell,32
Ubuntu,16,nvidia,64,1.79,41699000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,32
Win,32,nvidia,64,1.8,54990000,1,Intel,i7,15.6,1920,1080,FHD,SSD,1024,Dell,48
Win,32,nvidia,64,1.8,51990000,1,Intel,i7,15.6,1920,1080,FHD,SSD,1024,Dell,48
Ubuntu,16,nvidia,64,1.8,42990000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,24
Win,16,nvidia,64,1.8,55999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,1024,Dell,32
Win,16,nvidia,64,1.8,52999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,1024,Dell,32
Ubuntu,16,nvidia,64,1.8,43999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,Dell,32
Win,16,nvidia,64,1.8,52999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,1024,Dell,32
Win,16,nvidia,64,1.8,55999000,1,Intel,i7,15.6,1920,1080,FHD,SSD,1024,Dell,32
Win,4,intel,37,1.8,6490000,1,Intel,i7,15.6,1366,768,FHD,SSD,256,Asus,6
Win,8,intel,37,1.8,9790000,1,Intel,i3,15.6,1920,1080,FHD,SSD,512,Asus,12
Win,16,intel,41,1.8,25499000,1,Intel,i7,15.6,1920,1080,FHD,SSD,512,HP,32
Win,16,intel,41,1.8,17599000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,VAIO,16
Win,8,intel,41,1.8,20999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,32
Win,16,intel,41,1.8,17999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,VAIO,16
Win,16,intel,41,1.8,21999000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,HP,32
Win,8,amd,42,1.8,8990000,1,AMD,Ryzen 3,15.6,1920,1080,FHD,SSD,256,Asus,12
No OS,8,intel,45,1.8,19699000,1,Intel,i5,15.6,1920,1080,FHD,SSD,512,Lenovo,16
Win,4,intel,45,1.8,14549000,1,Intel,,14,1920,1080,FHD,SSD,256,Dell,16
No OS,32,nvidia,55,1.8,38090000,1,Intel,i7,16,1920,1200,WUXGA,SSD,1024,Lenovo,48
No OS,24,nvidia,56,1.8,35690000,1,Intel,i7,16,1920,1200,WUXGA,SSD,512,Lenovo,36
Win,16,nvidia,70,1.8,30490000,1,Intel,i5,15.6,2880,1620,2.8K,SSD,512,Asus,24
Win,16,nvidia,70,1.8,34690000,1,Intel,i9,15.6,2880,1620,2.8K,SSD,512,Asus,24
Win,8,intel,70,1.8,38999000,0,Intel,i9,15.6,1920,1080,FHD,SSD,512,Asus,16
Win,8,nvidia,70,1.8,38999000,0,Intel,i9,15.6,1920,1080,FHD,SSD,512,Asus,16
Win,16,nvidia,80,1.8,39490000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,24
Win,16,nvidia,80,1.8,41490000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,24
Win,16,nvidia,80,1.8,48990000,1,Intel,i7,14,1920,1080,FHD,SSD,512,Dell,24
Win,16,intel,83,1.8,29990000,1,Intel,i7,16,3072,1920,3K,SSD,512,HP,24
